combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR UL1;NR UL BW1;NR UL SCS1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
32A2-8A4A_n3A4A;32A;8A;;;;8A;256qam;3A;50;;;;;3A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-8A4A_n78A4A;32A;8A;;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
40C2-8A4A_n78A4-n1A4A;40C;8A;;;;8A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;4;;;;4;4;1;1;;;
40C2-8A4A_n78A4A-n1A4;40C;8A;;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40A4-8A4A_n78A4A-n1A4;40A;8A;;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
40C2-8A4A_n1A4A;40C;8A;;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
40C2-8A4A_n78A4A-n78A4;40C;8A;;;;8A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40A4-8A4A_n78A4A-n78A4;40A;8A;;;;8A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
40C4-8A4A_n78A4A;40C;8A;;;;8A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
40C2-8A4A_n78A4A;40C;8A;;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
40A4-8A4A_n78A4A;40A;8A;;;;8A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
8A4A_n77A4-n1A4A;8A;;;;;8A;256qam;77A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
8A4A_n77A4A-n1A4;8A;;;;;8A;256qam;77A;100;;1A;50;;77A;100;;256qam;4;;;;;4;4;1;1;;;
8A2A_n20A2A;8A;;;;;8A;256qam;20A;20;;;;;20A;20;;256qam;2;;;;;2;;1;1;;;
8A2A_n28A2A;8A;;;;;8A;256qam;28A;30;;;;;28A;30;;256qam;2;;;;;2;;1;1;;;
8A4A_n38A4A;8A;;;;;8A;256qam;38A;40;;;;;38A;40;;256qam;4;;;;;4;;1;1;;;
8A4A_n40A4A;8A;;;;;8A;256qam;40A;100;;;;;40A;100;;256qam;4;;;;;4;;1;1;;;
13A2A_n66A4A;13A;;;;;13A;256qam;66A;45;;;;;66A;45;;256qam;2;;;;;4;;1;1;;;
42A4-19A2A_n1A4A;42A;19A;;;;19A;256qam;1A;50;;;;;1A;50;;256qam;4;2;;;;4;;1;1;;;
42A4A-19A2_n1A4A;42A;19A;;;;42A;256qam;1A;50;;;;;1A;50;;256qam;4;2;;;;4;;1;1;;;
42A4-19A2A_n78A4A;42A;19A;;;;19A;256qam;78A;100;;;;;78A;100;;256qam;4;2;;;;4;;1;1;;;
19A2A_n79A4A;19A;;;;;19A;256qam;79A;100;;;;;79A;100;;256qam;2;;;;;4;;1;1;;;
38A4-32A2-20A4A_n1A4A;38A;32A;20A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;2;4;;;4;;1;1;;;
38A4-32A2-20A2A_n1A4A;38A;32A;20A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;2;2;;;4;;1;1;;;
32A2-20A4A_n1A4A;32A;20A;;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-20A4A_n3A4A;32A;20A;;;;20A;256qam;3A;50;;;;;3A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-20A4A_n78A4A-n78A4;32A;20A;;;;20A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
32A2-20A4A_n78A4A;32A;20A;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
38A4-20A4A_n1A4A;38A;20A;;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
38A4-20A4A_n78A4-n3A4A;38A;20A;;;;20A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;4;;;;4;4;1;1;;;
38A4-20A4A_n78A4A-n3A4;38A;20A;;;;20A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
38A4-20A4A_n3A4A;38A;20A;;;;20A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
38A4-20A4A_n78A4A-n78A4;38A;20A;;;;20A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
38A4-20A4A_n78A4A;38A;20A;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A_n78A4-n7A4A;20A;;;;;20A;256qam;78A;100;;7A;50;;7A;50;;256qam;4;;;;;4;4;1;1;;;
20A4A_n78A4A-n7A4;20A;;;;;20A;256qam;78A;100;;7A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
20A2A_n8A2A;20A;;;;;20A;256qam;8A;35;;;;;8A;20;;256qam;2;;;;;2;;1;1;;;
20A4A_n40A4A;20A;;;;;20A;256qam;40A;100;;;;;40A;100;;256qam;4;;;;;4;;1;1;;;
20A4A_n78A4A-n75A2;20A;;;;;20A;256qam;78A;100;;75A;50;;78A;100;;256qam;4;;;;;4;2;1;1;;;
26A2A_n78A4A;26A;;;;;26A;256qam;78A;100;;;;;78A;100;;256qam;2;;;;;4;;1;1;;;
40A4-28A4A_n78A4A;40A;28A;;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
42C4-28A4A_n77A4A;42C;28A;;;;28A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
42A4-28A4A_n77A4A;42A;28A;;;;28A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
66A4-28A4A_n7A4A;66A;28A;;;;28A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
66A4A-28A4_n7A4A;66A;28A;;;;66A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A_n78A4-n7A4A;28A;;;;;28A;256qam;78A;100;;7A;50;;7A;50;;256qam;4;;;;;4;4;1;1;;;
28A4A_n78A4A-n7A4;28A;;;;;28A;256qam;78A;100;;7A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
28A2A_n8A2A;28A;;;;;28A;256qam;8A;35;;;;;8A;20;;256qam;2;;;;;2;;1;1;;;
28A4A_n66A4A;28A;;;;;28A;256qam;66A;45;;;;;66A;45;;256qam;4;;;;;4;;1;1;;;
38A4A-32A2_n1A4A;38A;32A;;;;38A;256qam;1A;50;;;;;1A;50;;256qam;4;2;;;;4;;1;1;;;
38A4A_n78A4-n3A4A;38A;;;;;38A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;;;;;4;4;1;1;;;
38A4A_n78A4A-n3A4;38A;;;;;38A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
38A4A_n3A4A;38A;;;;;38A;256qam;3A;50;;;;;3A;50;;256qam;4;;;;;4;;1;1;;;
38A4A_n78A4-n28A4A;38A;;;;;38A;256qam;78A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
38A4A_n78A4A-n28A4;38A;;;;;38A;256qam;78A;100;;28A;30;;78A;100;;256qam;4;;;;;4;4;1;1;;;
38A4A_n28A4A;38A;;;;;38A;256qam;28A;30;;;;;28A;30;;256qam;4;;;;;4;;1;1;;;
38A4A_n78A4A;38A;;;;;38A;256qam;78A;100;;;;;78A;100;;256qam;4;;;;;4;;1;1;;;
40C4A_n78A4-n1A4A;40C;;;;;40A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
40C4A_n78A4A-n1A4;40C;;;;;40A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
40C4A_n1A4A;40C;;;;;40A;256qam;1A;50;;;;;1A;50;;256qam;4;;;;;4;;1;1;;;
40A4A_n77A4A;40A;;;;;40A;256qam;77A;100;;;;;77A;100;;256qam;4;;;;;4;;1;1;;;
40C4A_n78A4A-n78A4;40C;;;;;40A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;;;;;4;4;1;1;;;
40C4A_n78A4A;40C;;;;;40A;256qam;78A;100;;;;;78A;100;;256qam;4;;;;;4;;1;1;;;
41C4A_n1A4A;41C;;;;;41A;256qam;1A;50;;;;;1A;50;;256qam;4;;;;;4;;1;1;;;
41C4A_n78A4-n28A4A;41C;;;;;41A;256qam;78A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
41C4A_n78A4A-n28A4;41C;;;;;41A;256qam;78A;100;;28A;30;;78A;100;;256qam;4;;;;;4;4;1;1;;;
41C4A_n28A4A;41C;;;;;41A;256qam;28A;30;;;;;28A;30;;256qam;4;;;;;4;;1;1;;;
41C4A_n77A4A-n77A4;41C;;;;;41A;256qam;77A;100;;77A;100;;77A;100;;256qam;4;;;;;4;4;1;1;;;
41C4A_n77A4A;41C;;;;;41A;256qam;77A;100;;;;;77A;100;;256qam;4;;;;;4;;1;1;;;
41C4A_n78A4A;41C;;;;;41A;256qam;78A;100;;;;;78A;100;;256qam;4;;;;;4;;1;1;;;
42C4A_n3A4A;42C;;;;;42A;256qam;3A;50;;;;;3A;50;;256qam;4;;;;;4;;1;1;;;
42C4A_n28A4A;42C;;;;;42A;256qam;28A;30;;;;;28A;30;;256qam;4;;;;;4;;1;1;;;
66A4A-66A4_n7A4A;66A;66A;;;;66A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
66A4A-66A4_n78A4A;66A;66A;;;;66A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
66A2A_n2A4A;66A;;;;;66A;256qam;2A;40;;;;;2A;40;;256qam;2;;;;;4;;1;1;;;
66A4A_n78A4-n7A4A;66A;;;;;66A;256qam;78A;100;;7A;50;;7A;50;;256qam;4;;;;;4;4;1;1;;;
66A4A_n78A4A-n7A4;66A;;;;;66A;256qam;78A;100;;7A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
66A4A_n38A4A;66A;;;;;66A;256qam;38A;40;;;;;38A;40;;256qam;4;;;;;4;;1;1;;;
66A4A_n41A4A;66A;;;;;66A;256qam;41A;100;;;;;41A;100;;256qam;4;;;;;4;;1;1;;;
